"ChannelID","ChannelName","ProgrammeCount","NoDataCount"
"telemundokvea.us","LA: Telemundo Los Angeles","49","2"
"telemundokvda.us","LA: TELEMUNDO SAN ANTONIO","46","2"
"telemundowwsi.us","LA: Telemundo Philadelphia","46","2"
"telemundoktmd.us","LA: TELEMUNDO KTMD HOUSTON","46","2"
"telemundoktaz.us","LA: TELEMUNDO KTAZ PHOENIX","46","2"
"TigoSports.py","BO: TIGO SPORTS 3 HD","2","2"
"telemundokblr.us","LA: TELEMUNDO LAS VEGAS","47","2"
"unimas41ktfq.us","LA: Univision Albuquerque Santa Fe HD","46","2"
"lecanalnouvelles.ca","CA LCN (FR) Le Canal Nouvelles HD","44","2"
"univision62kakw.us","LA: Univision Austin HD","51","2"
"univision34wuvg.us","LA: Univision Atlanta HD","50","2"
"epg-ca-lifetime-7d2a6940","CA Lifetime","32","2"
"epg-la-tx-telemundo-dallas-91fb8fef","LA: TX Telemundo Dallas","46","2"
"univision23kuvn.us","LA: Univision 23 Dallas HD","52","2"
"unimas61ktff.us","LA: Unimas Fresno HD","48","2"
"epg-ca-tsn-2-b9ea7689","CA TSN 2","34","2"
"epg-ca-tsn-3-hd-2c55fe0b","CA TSN 3 HD","38","2"
"treehouse.ca","CA TREEHOUSE HD","140","2"
"epg-ca-tsn-1-94688a58","CA TSN 1","40","2"
"epg-ca-tv-ontario-d4b3a816","CA TV Ontario","168","2"
"tv5.ca","CA TV5 (FR) Quebec","51","2"
"epg-ca-tsn-4-hd-4193be0f","CA TSN 4 HD","37","2"
"epg-ca-tsn-5-hd-5f842118","CA TSN 5 HD","38","2"
"travelxp.ca","CA TRAVELXP","72","2"
"temoin.ca","CA Temoin","39","2"
"tfo.ca","CA TFO (FR)","73","2"
"telemagino.ca","CA Telemagino","12","2"
"teletoon.ca","CA Teletoon","129","2"
"tln.ca","CA TLN","62","2"
"cnn.ca","CA CNN HD","39","2"
"theweathernetwork.ca","CA THE WEATHER NETWORK","39","2"
"tlc.ca","CA TLC","35","2"
"epg-ca-tva-riviere-du-loup-cimt-76255c59","CA TVA Riviere-du-Loup (CIMT)","39","2"
"cbccbnt.ca","CA: CBC St. Johns (CBNT)","50","2"
"ctvsudbury.ca","CA: CTV Sudbury HD","47","2"
"zeetv.ca","CA Zee TV","57","2"
"zeste.ca","CA Zeste (FR) HD","47","2"
"El13.ar","IT: Elive TV Brescia","2","2"
"globalregina.ca","CA: Global Regina News (E)","53","2"
"disneychannel.ca","CA: DISNEY CHANNEL HD","104","2"
"fairchild2.ca","CA: FAIRCHILD 2","58","2"
"z.ca","CA Z Tele (FR) HD","43","2"
"epg-ca-vie-fr-46f319c0","CA Vie (FR)","40","2"
"vision.ca","CA VISION","52","2"
"tvasports2.ca","CA TVA Sports 2 HD","30","2"
"unistv.ca","CA Unis TV (FR)","33","2"
"wild.ca","CA Wild TV","73","2"
"ytv.ca","CA YTV","85","2"
"wnetwork.ca","CA W NETWORK","31","2"
"wgncanada.ca","CA WGN","48","2"
"epg-ca-tele-quebec-fr-hd-6f05bcef","CA TELE QUEBEC (FR) HD","80","2"
"epg-ca-sportsnet-360-daae1caf","CA SPORTSNET 360","45","2"
"kanal10.se","SE: Kanal 10 HD","2","2"
"smithsonian.ca","CA SMITHSONIAN Channel HD","39","2"
"mariavision.mx","MX: MarÃ­a+VisiÃ³n Italia HD","2","2"
"sportsnetone.ca","CA SPORTSNET ONE","58","2"
"sportsnetontario.ca","CA SPORTSNET ONTARIO","41","2"
"epg-ca-sportsnet-east-cf4ac3e9","CA SPORTSNET EAST","41","2"
"kanal5.se","SE: Kanal 5","2","2"
"skyuno.it","IT: Sky Uno HD","2","2"
"rewind.ca","CA REWIND","26","2"
"saltlighttv.ca","CA Salt + Light","68","2"
"rds2.ca","CA RDS 2 (FR)","44","2"
"rdsinfo.ca","CA RDS INFO (FR)","62","2"
"silverscreenclassics.ca","CA SILVER SCREEN CLASSICS","35","2"
"slice.ca","CA SLICE","48","2"
"seriesplus.ca","CA Series+ (FR)","37","2"
"showcase.ca","CA Showcase","27","2"
"sportsnetpacific.ca","CA SportsNet Pacific FHD","41","2"
"superecran3.ca","CA SUPER ECRAN 3","27","2"
"superecran4.ca","CA SUPER ECRAN 4","47","2"
"superecran.ca","CA SUPER ECRAN 1","23","2"
"superecran2.ca","CA SUPER ECRAN 2","22","2"
"TLC.mx","MX: TLC HD","2","2"
"turnerclassicmovies.ca","CA TCM","25","2"
"tv4fakta.se","SE: TV4 Fakta","2","2"
"viasatmotor.se","SE: Viasat Motor","2","2"
"svtb.se","SE: SVTB SVT 24 HD","2","2"
"sportsnetworld.ca","CA Sportsnet World HD","34","2"
"starz1.ca","CA Starz 1","25","2"
"epg-ca-sportsnet-west-hd-932efd1a","CA SportsNet West HD","41","2"
"AB1.fr","BE: AB1 HD","2","2"
"superchannelheartandhome.ca","CA Super Channel Heart & Home","30","2"
"superchannelvault.ca","CA Super Channel Vault  HD","24","2"
"starz2.ca","CA Starz 2","24","2"
"superchannelfuse.ca","CA Super Channel Fuse","35","2"
"nbc24knvn.us","CA | Redding | NBC KNVN","51","2"
"cpac.ca","CA CPAC FR HD","37","2"
"epg-ca-abc-spark-43b3d6eb","CA ABC Spark","75","2"
"aande.ca","CA A&E","51","2"
"crave1.ca","CA Crave 1","26","2"
"teletoonfrench.ca","CA (FR) TELETOON HD","129","2"
"tamilvision.ca","CA (TA) Tamil Vision TV","45","2"
"tvasia.ca","CA (PA) Prime Asia TV","43","2"
"cinemax.mx","MX: Cinemax FHD","2","2"
"bbcearth.ca","CA BBC Earth HD","39","2"
"epg-ca-aptn-11a2cc95","CA APTN","59","2"
"bbcworld.ca","CA BBC WORLD NEWS","77","2"
"bbcfirst.ca","CA BBC FIrst","48","2"
"adultswim.ca","CA Adult Swim","80","2"
"addiktv.ca","CA Addik TV (FR) HD","36","2"
"amitele.ca","CA AMI-TELE FR","59","2"
"amc.ca","CA AMC","19","2"
"cinepop.ca","CA (FR) Cinepop HD","20","2"
"ctv2london.ca","CA CTV 2 (London)","55","2"
"iciradiocanadamontreal.ca","CA (FR) ICI Radio-Canada Tele Montreal HD","87","2"
"explora.ca","CA (FR) ICI Explora","49","2"
"ctv2vancouver.ca","CA CTV 2 VANCOUVER Island","50","2"
"ctv2windsor.ca","CA CTV 2 Windsor Ontario","52","2"
"epg-ca-ctv-2-ottawa-d5be331b","CA CTV 2 (Ottawa)","54","2"
"ctv2atlanticregion.ca","CA CTV 2 Atlantic HD","55","2"
"iciradiocanadatoronto.ca","CA (FR) ICI Radio-Canada Tele Toronto","90","2"
"crave2.ca","CA Crave 2","24","2"
"epg-ca-fr-l-assemblee-nationale-du-quebec-hd-47392185","CA (FR) L'Assemblee nationale du Quebec HD","12","2"
"planeteplus.ca","CA (FR) Planete+ HD","36","2"
"cfjpmontreal.ca","CA (FR) NOOVO V-Tele","45","2"
"epg-ca-fr-ici-tele-montreal-hd-bb469e85","CA (FR) ICI Tele Montreal HD","28","2"
"crimeinvestigation.ca","CA Crime & Investigation","38","2"
"crave3.ca","CA Crave 3","24","2"
"crave4.ca","CA Crave 4","27","2"
"cbcwindsor.ca","CA CBC Windsor","85","2"
"cbcvancouver.ca","CA CBC VANCOUVER","73","2"
"cbccfykyellowknife.ca","CA CBC Yellowknife","78","2"
"cbcwinnipeg.ca","CA CBC Winnipeg","82","2"
"cbcottawa.ca","CA CBC Ottawa","84","2"
"cbcnews.ca","CA CBC News Network","43","2"
"cbctoronto.ca","CA CBC Toronto","84","2"
"cbcregina.ca","CA CBC Regina","78","2"
"citytvcalgary.ca","CA CITY CALGARY","57","2"
"epg-ca-citynews-toronto-d93c903f","CA CityNews Toronto","50","2"
"citytvwinnipeg.ca","CA CITY WINNIPEG","56","2"
"epg-ca-cnbc-4b40cf1c","CA CNBC","37","2"
"cmt.ca","CA CMT","72","2"
"cnninternationalna.ca","CA CNN INTERNATIONAL","51","2"
"citytvmontrealqc.ca","CA CITY MONTREAL","56","2"
"citytvvancouverqc.ca","CA CITY VANCOUVER","58","2"
"citytvsaskatchewan.ca","CA City TV Saskatchewan","127","2"
"cablepulse24.ca","CA CablePulse 24","68","2"
"bravo.ca","CA Bravo","39","2"
"canalm.ca","CA Canal M","12","2"
"canald.ca","CA Canal D (FR) HD","47","2"
"cp24.ca","CA CP24 HD","68","2"
"epg-ca-bein-sports-bf7f264c","CA BEIN SPORTS","39","2"
"cottagelife.ca","CA COTTAGE LIFE","41","2"
"bnn.ca","CA BNN Bloomberg","46","2"
"savoirmedia.ca","CA Canal Savoir","132","2"
"cbcfredericton.ca","CA CBC Fredericton","86","2"
"cbcedmonton.ca","CA CBC Edmonton","78","2"
"cbcmontreal.ca","CA CBC Montreal","85","2"
"cbchalifax.ca","CA CBC Halifax","86","2"
"casatv.ca","CA CASA (FR) HD","44","2"
"cartoonnetwork.ca","CA Cartoon Network","128","2"
"cbccharlottetown.ca","CA CBC Charlottetown","86","2"
"cbccalgary.ca","CA CBC Calgary","78","2"
"ctvatlantic.ca","CA CTV Atlantic HD","48","2"
"globalcalgary.ca","CA GLOBAL CALGARY","47","2"
"epg-ca-global-durham-chex-dt-2-3747c82d","CA Global Durham (CHEX-DT-2)","55","2"
"gameplus.ca","CA Game+","46","2"
"ginxesportstvcanada.ca","CA GINX eSports TV HD","21","2"
"epg-ca-global-news-hd-650f2320","CA GLOBAL NEWS HD","46","2"
"epg-ca-global-news-montreal-ffc1ec74","CA Global News Montreal","56","2"
"globaledmonton.ca","CA GLOBAL EDMONTON","49","2"
"epg-ca-global-halifax-a1fdf178","CA GLOBAL HALIFAX","54","2"
"gametv.ca","CA Game TV","60","2"
"epg-ca-fox-news-cd7cf4db","CA FOX NEWS","39","2"
"foxsportsracing.ca","CA Fox Sports Racing","38","2"
"fightnetwork.ca","CA Fight Network","38","2"
"flavournetwork.ca","CA Flavour Network","64","2"
"fxx.ca","CA FXX","57","2"
"gameshownetwork.ca","CA GAME SHOW NETWORK","67","2"
"frissonstv.ca","CA Frissons TV HD","34","2"
"fx.ca","CA FX","45","2"
"hollywoodsuite70s.ca","CA Hollywood Suite 70's","25","2"
"hollywoodsuite80s.ca","CA Hollywood Suite 80's & 90's","24","2"
"hln.ca","CA HLN","71","2"
"hollywoodsuite2000.ca","CA Hollywood Suite 2000's","26","2"
"hpitvinternational.ca","CA HPItv International HD","12","2"
"filmandarts.mx","MX: Film & Arts FHD","2","2"
"epg-ca-home-network-1c92e2d2","CA Home Network","55","2"
"epg-ca-hpitv-east-hd-ba903bcb","CA HPItv East HD","12","2"
"historychannel.ca","CA History Channel HD","41","2"
"epg-ca-global-toronto-f500fdce","CA GLOBAL TORONTO","52","2"
"globalwinnipeg.ca","CA Global Winnipeg","54","2"
"globalontario.ca","CA Global Peterborough HD","52","2"
"globalsaskatoon.ca","CA Global Saskatoon","51","2"
"hbo2.ca","CA HBO 2","29","2"
"historia.ca","CA Historia (FR)","45","2"
"history2.ca","CA H2","39","2"
"hbo.ca","CA HBO 1","27","2"
"ctvnews.ca","CA CTV News Channel","61","2"
"ctvottawa.ca","CA CTV OTTAWA","47","2"
"ctvmoncton.ca","CA CTV Moncton HD","48","2"
"ctvmontreal.ca","CA CTV MONTREAL","47","2"
"epg-ca-ctv-toronto-967f862a","CA CTV TORONTO","46","2"
"nbc30wgbcdt2.us","MS | Meridian | NBC WGBC","54","2"
"ctvregina.ca","CA CTV Regina HD","44","2"
"ctvscifichannel.ca","CA CTV SCI-FI","33","2"
"ctvlifechannel.ca","CA CTV Life Channel (Gusto)","39","2"
"ctvcomedyeast.ca","CA CTV COMEDY","75","2"
"ctvcomedywest.ca","CA CTV COMEDY West","75","2"
"tooncast.br","BR: TOONCAST HD","2","2"
"ctvcalgary.ca","CA CTV CALGARY","44","2"
"ctvhalifax.ca","CA CTV HALIFAX","48","2"
"ctvkitchener.ca","CA CTV Kitchener","46","2"
"ctvdramachannel.ca","CA CTV Drama","39","2"
"ctvedmonton.ca","CA CTV Edmonton","44","2"
"ellefictions.ca","CA ELLE Fictions","26","2"
"sportingtv.pt","PT: SportingTV","2","2"
"dtour.ca","CA DTOUR","62","2"
"eentertainment.ca","CA E! Entertainment","36","2"
"TeleCentro.do","EC: Televicentro","2","2"
"familyjr.ca","CA FAMILY JR HD","12","2"
"canalevasion.ca","CA Evasion (FR)","37","2"
"familychannel.ca","CA FAMILY","12","2"
"Ecuavisa.ec","EC: Ecuavisa Internacional","2","2"
"Telefuturo.py","DO: Telefuturo","2","2"
"sic.pt","PT: SIC FHD","2","2"
"ctvvancouver.ca","CA CTV VANCOUVER","44","2"
"ctvwinnipeg.ca","CA CTV WINNIPEG","45","2"
"dejaview.ca","CA DEJAVIEW","64","2"
"documentarychannel.ca","CA DOCUMENTARY HD","12","2"
"ctv2barrie.ca","CA CTV2 Barrie","55","2"
"ctv2toronto.ca","CA CTV2 Toronto","55","2"
"channel4.uk","UK Channel 4 HD","48","2"
"challenge.uk","UK CHALLENGE TV","45","2"
"cbbc.uk","UK CBBC","69","2"
"skysportstennis.uk","UK SKY SPORT TENNIS","33","2"
"skysportsaction.uk","UK Sky Sports Action","49","2"
"channel5.uk","UK Channel 5","52","2"
"epg-uk-sky-sports-f1-uhd-30265079","UK Sky Sports F1 UHD","31","2"
"skysportsfootball.uk","UK Sky Sports Football","65","2"
"skysportsgolf.uk","UK SKY SPORTS GOLF HD","23","2"
"cartoonito.uk","UK Cartoonito","55","2"
"skysportscricket.uk","UK Sky Sports Cricket","42","2"
"cartoonnetwork.uk","UK Cartoon Network","54","2"
"clublandtv.uk","UK Clubland","20","2"
"comedycentral.uk","UK Comedy Central FHD","57","2"
"comedycentralextra.uk","UK Comedy Central Extra","69","2"
"skydocumentaries.uk","UK Sky Documentaries","27","2"
"discoverychannel.uk","UK Discovery","45","2"
"dave.uk","UK Dave HD","47","2"
"epg-uk-crime-investigation-hd-d1503d77","UK Crime & Investigation HD","58","2"
"colors.uk","UK Colors","56","2"
"cnn.uk","UK CNN HD","51","2"
"cnbc.uk","UK CNBC News","59","2"
"colorsrishtey.uk","UK Colors Rishtey","66","2"
"skynature.uk","UK Sky Nature","43","2"
"skynews.uk","UK Sky News","66","2"
"bbc1northernireland.uk","UK BBC One Northern Ireland","54","2"
"bbcnews.uk","UK BBC News HD","68","2"
"bbc4.uk","UK BBC Four","28","2"
"skysportsplus.uk","UK Sky Sports+","25","2"
"bbcsouth.uk","UK BBC One South","56","2"
"premiersports2.uk","UK Premier Sports 2","34","2"
"bbc2.uk","UK BBC 2","46","2"
"epg-uk-sony-channel-3e60b579","UK Sony Channel","36","2"
"bbc1.uk","UK BBC 1","56","2"
"skywitness.uk","UK SKY WITNESS","51","2"
"cbeebies.uk","UK BBC CBeebies","113","2"
"bbcalba.uk","UK BBC Alba","40","2"
"bbc1wales.uk","UK BBC One Wales","52","2"
"boomerang.uk","UK BOOMERANG TV","59","2"
"skysportspremiereleague.uk","UK Sky Sports Premier League","47","2"
"skysportsracing.uk","UK Sky Sports Racing","10","2"
"skysportsmainevent.uk","UK Sky Sports Main Events","25","2"
"skysportsmix.uk","UK Sky Sports MIX","39","2"
"skysportsnews.uk","UK Sky Sports News","39","2"
"bbc2northernireland.uk","UK BBC Two Northern Ireland","45","2"
"bbcscotland.uk","UK BBC Scotland","24","2"
"bbcparliament.uk","UK BBC Parliament","24","2"
"blaze.uk","UK Blaze","45","2"
"epg-uk-bbc-world-news-cfb386a2","UK BBC World News","43","2"
"bbc2wales.uk","UK BBC Two Wales","46","2"
"discoveryhistory.uk","UK Discovery History","46","2"
"sonysab.uk","UK Sab TV (SET)","62","2"
"skyarts.uk","UK Sky Arts","37","2"
"skyatlantic.uk","UK Sky Atlantic","35","2"
"really.uk","UK Really","38","2"
"mtv.uk","UK MTV FHD","46","2"
"s4c.uk","UK S4C","68","2"
"skydrama.uk","UK Sky Cinema Drama","21","2"
"skygreats.uk","UK Sky Cinema Greats","23","2"
"itv4.uk","UK Itv 4","28","2"
"epg-uk-more-4-fhd-88d91324","UK MORE 4 FHD","45","2"
"skycinemacomedy.uk","UK Sky Cinema Comedy","23","2"
"alhayat.eg","AR: Al Hayat HD","2","2"
"mutv.uk","UK MUTV HD","50","2"
"pbsamerica.uk","UK PBS AMERICA SD","34","2"
"epg-uk-now-80s-f207b1f1","UK Now 80s","26","2"
"questred.uk","UK Quest Red HD","45","2"
"premiersports1.uk","UK Premier Sports 1 FHD","49","2"
"quest.uk","UK Quest","46","2"
"popmax.uk","UK POP MAX SD","12","2"
"cbc.eg","AR: CBC","2","2"
"natgeowild.uk","UK Nat Geo Wild","37","2"
"natgeo.uk","UK Nat Geo","41","2"
"nickelodeon.uk","UK Nickelodeon","76","2"
"nicktoons.uk","UK NICK TOONS","79","2"
"nickjrtoo.uk","UK Nick Junior Too","186","2"
"epg-uk-sky-crime-28bf40e5","UK Sky Crime","41","2"
"cine.ar","ARG: CINEAR","2","2"
"e4.uk","UK E4","48","2"
"eden.uk","UK EDEN HD","35","2"
"canaldelamusica.ar","ARG: CANAL DE LA MUSICA","2","2"
"e4extra.uk","UK E4 Extra","38","2"
"nbc46klaf.us","IN | Lafayette | NBC WSPB","55","2"
"discoveryturbo.uk","UK Discovery Turbo","48","2"
"discoveryscience.uk","UK Discovery Science","50","2"
"cbs44wevv.us","IN | Evansville | CBS WEVV","53","2"
"drama.uk","UK Drama","38","2"
"discoverydmax.uk","UK DMAX HD","42","2"
"film4.uk","UK Film 4 HD","19","2"
"itv1anglia.uk","UK ITV 1 HD","39","2"
"skypremiere.uk","UK Sky Cinema Premiere","22","2"
"skyscifihorror.uk","UK Sky Cinema SciFi & Horror","21","2"
"itv3.uk","UK ITV 3 HD","29","2"
"epg-uk-itv-2-hd-c328eee1","UK ITV 2 HD","43","2"
"skyhits.uk","UK Sky Cinema Hits","21","2"
"france24.uk","UK France 24 English","141","2"
"skythriller.uk","UK Sky Cinema Thriller","21","2"
"foodnetwork.uk","UK Food Network","68","2"
"skyselect.uk","UK SKY CINEMA SELECT FHD","20","2"
"history2.uk","UK History 2","40","2"
"gold.uk","UK Gold","55","2"
"tntsports4.uk","UK TNT Sports 4","28","2"
"btsport3.uk","UK TNT Sports 3","36","2"
"btsport2.uk","UK TNT Sports 2","34","2"
"fox34wdfx.us","AL | Dothan | FOX Net","49","2"
"epg-ny-new-york-cw-pix-11-b80c3cc0","NY | New York | CW (PIX 11)","56","2"
"tntsports5.uk","UK TNT Sports 5","14","2"
"pop.uk","UK: POP Channel","12","2"
"tinypop.uk","UK Tiny Pop","12","2"
"thebox.uk","UK THE BOX SD","12","2"
"now90s.uk","UK: Now 90s","24","2"
"btsport1.uk","UK TNT Sports 1","28","2"
"tlc.uk","UK TLC","62","2"
"trtworld.uk","UK TRT World","76","2"
"zeecinema.uk","UK Zee Cinema","15","2"
"yesterday.uk","UK Yesterday HD","37","2"
"epg-uk-gb-news-a1d11f3c","UK: GB News","21","2"
"euronews.uk","UK: EURO NEWS","148","2"
"fox8wwcp.us","PA | Johnstown | FOX WWCP","48","2"
"boing.it","IT: Boing","2","2"
"kron.us","US CW 4 (KRON) San Francisco","42","2"
"utv.uk","UK UTV Northern Ireland","40","2"
"epg-fr-la-chaine-meteo-hd-17848db3","FR: La Chaine Meteo HD","13","2"
"islamchannel.uk","UK: Islam Channel HD","63","2"
"wion.uk","UK WION  FHD","67","2"
"epg-ny-new-york-nbc-wnbc-bf226d40","NY | New York | NBC WNBC","55","2"
"nbc9wtov.us","WV | Wheeling | NBC WTOV","50","2"
"animalplanet.uk","UK ANIMAL PLANET","43","2"
"attheraces.uk","UK At The Races","31","2"
"telemundowzdc.us","DC | Washington | Telemundo WZDC","46","2"
"epg-uk-al-jazeera-hd-2fc02e76","UK AL JAZEERA HD","58","2"
"telemax.ar","ARG: TELEMAX HD","2","2"
"Telecinco.es","CH: Tele Ticino TV","2","2"
"babytv.uk","UK baby tv","478","2"
"cielo.it","IT: Cielo","2","2"
"nbc13kcwy.us","WY | Casper | NBC KCWY","55","2"
"b4umusic.uk","UK B4U Music","59","2"
"bbc1scotland.uk","UK BBC One Scotland","47","2"
"starplus.uk","UK Star Plus (Utsav Plus)","12","2"
"SuperPolsat.pl","AF: SuryoyoSat","2","2"
"epg-va-harrisonburg-fox-net-e03525d8","VA | Harrisonburg | FOX Net","44","2"
"talkingpictures.uk","UK Talking Pictures HD","44","2"
"syfy.uk","UK Syfy","40","2"
"stv.uk","UK STV HD","40","2"
"5select.uk","UK 5 Select HD","38","2"
"5star.uk","UK 5 Star","42","2"
"aajtak.uk","UK Aaj Tak","75","2"
"5action.uk","UK 5 Action","43","2"
"skyhistory.uk","UK: Sky History HD","48","2"
"trinity.tt","CAR: TRINITY","2","2"
"epg-oh-toledo-nbc-wnwo-77bceef1","OH | Toledo | NBC WNWO","1","1"
"epg-oh-toledo-fox-wupw-1c6a979d","OH | Toledo | FOX WUPW","1","1"
"epg-ny-new-york-cbs-wcbs-2564111b","NY | New York | CBS WCBS","1","1"
"ViasatNature.no","NO: Viasat Nature","1","1"
"epg-nv-henderson-fox-kvvu-57541104","NV | Henderson | FOX KVVU","1","1"
"epg-no-viasat-series-fhd-36753239","NO: Viasat Series FHD","1","1"
"epg-no-vox-fhd-5a20a8d5","NO: VOX FHD","1","1"
"DisneyChannel.no","NO: Disney Channel","1","1"
"DiscoveryWorld.no","NO: Discovery World","1","1"
"epg-oh-toledo-cbs-wtol-22345b78","OH | Toledo | CBS WTOL","1","1"
"epg-ny-new-york-fox-wnyw-14aa72a3","NY | New York | FOX WNYW","1","1"
"epg-ny-plattsburgh-nbc-wptz-e4099274","NY | Plattsburgh | NBC WPTZ","1","1"
"epg-or-eugene-nbc-kmtr-ed61e1ba","OR | Eugene | NBC KMTR","1","1"
"nexcanal21.pa","PA: Nex Canal 21 FHD","1","1"
"SerTV.pa","PA: SERTV","1","1"
"espn3.mx","MX: ESPN 3","1","1"
"EcoTV.pa","PA: ECO TV","1","1"
"epg-pa-telemetro-5b6e1825","PA: Telemetro","1","1"
"tvmax.pa","PA: TV Max","1","1"
"tnt.mx","MX: TNT FHD","1","1"
"epg-pa-telemetro-13-d01e2dcb","PA: TELEMETRO 13","1","1"
"espn.mx","MX: ESPN NETWORK","1","1"
"espn2.mx","MX: ESPN 2 HD","1","1"
"epg-or-portland-fox-kptv-6cdb13ce","OR | Portland | FOX KPTV","1","1"
"DiscoveryScience.no","NO: Discovery Science","1","1"
"depelicula.mx","MX: De Pelicula FHD","1","1"
"dwdeutschplus.mx","MX: DW FHD","1","1"
"DiscoveryChannel.no","NO: Discovery Channel HD","1","1"
"canalplus23.pa","PA: Canal +23","1","1"
"elgourmet.mx","MX: El Gourmet FHD","1","1"
"CartoonNetwork.no","NO: Cartoon Network HD","1","1"
"eentertainment.mx","MX: E! FHD","1","1"
"ViasatHistory.no","NO: Viasat History","1","1"
"InvestigationDiscovery.no","NO: Investigation Discovery HD","1","1"
"Matkanalen.no","NO: MATKANALEN","1","1"
"HopeChannel.us","NO: Hope Channel HD","1","1"
"discoveryworld.mx","MX: Discovery World FHD","1","1"
"disneychannel.mx","MX: Disney Channel FHD","1","1"
"epg-no-max-fhd-8f7a654d","NO: Max FHD","1","1"
"epg-no-nat-geo-fhd-6941d2ae","NO: NAT GEO FHD","1","1"
"distritocomedia.mx","MX: Distrito Comedia FHD","1","1"
"disneyjunior.mx","MX: Disney Jr FHD","1","1"
"disneyxd.mx","MX: Disney XD FHD","1","1"
"discoveryturbo.mx","MX: Discovery Turbo FHD","1","1"
"epg-no-eurosport-1-fhd-05c7698d","NO: EUROSPORT 1 FHD","1","1"
"eurosport2.no","NO: EUROSPORT 2 HD","1","1"
"epg-no-eurosport-4b95c289","NO: EUROSPORT","1","1"
"discoveryhomeandhealth.mx","MX: Discovery H&H FHD","1","1"
"discoverykids.mx","MX: Discovery Kids FHD","1","1"
"epg-no-fem-hd-976fceff","NO: FEM HD","1","1"
"discoveryhdtheater.mx","MX: Discovery Theater FHD","1","1"
"epg-no-eurosport-pluss-2-hd-b6b421da","NO: EUROSPORT Pluss 2 HD","1","1"
"epg-no-eurosport-pluss-1-234fa8e3","NO: EUROSPORT Pluss 1","1","1"
"discoveryscience.mx","MX: Discovery Science FHD","1","1"
"DisneyXD.no","NO: Disney XD","1","1"
"TV3.no","NO: TV3 HD","1","1"
